NewID,Area,Veg_Com_No,Veg_Area,Per_Area,
3186,22615.56,8,7931.16,0.3507,
3186,22615.56,-1,14684.4,0.6493,
3187,22550.97,8,18429.15,0.8172,
3187,22550.97,-1,4121.82,0.1828,
3188,30261.73,-1,30261.73,1,
3189,22486.38,8,18565.4,0.8256,
3189,22486.38,-1,3920.98,0.1744,
3190,22754.06,8,21295.84,0.9359,
3190,22754.06,-1,1458.22,0.0641,
3191,31377.32,-1,31377.32,1,
3192,18340.49,8,18340.49,1,
3193,32492.91,-1,32492.91,1,
3194,18441.9,8,10061.74,0.5456,
3194,18441.9,1,401.54,0.0218,
3194,18441.9,4,7978.62,0.4326,
3195,33608.5,-1,33608.5,1,
3196,18543.31,8,325.75,0.0176,
3196,18543.31,1,10368.51,0.5592,
3196,18543.31,4,7849.05,0.4233,
3197,34724.09,-1,34724.09,1,
3198,18644.71,3,1060.83,0.0569,
3198,18644.71,1,4996.1,0.268,
3198,18644.71,4,3081.96,0.1653,
3198,18644.71,5,4332.16,0.2324,
3198,18644.71,6,5173.66,0.2775,
3199,18759.25,3,3988.53,0.2126,
3199,18759.25,4,5463.9,0.2913,
3199,18759.25,5,3815.83,0.2034,
3199,18759.25,6,4533.66,0.2417,
3199,18759.25,9,957.34,0.051,
3200,19098.41,3,2088.14,0.1093,
3200,19098.41,7,887.26,0.0465,
3200,19098.41,4,4571.41,0.2394,
3200,19098.41,5,2245.21,0.1176,
3200,19098.41,6,5428.13,0.2842,
3200,19098.41,9,3878.26,0.2031,
3201,19572.58,7,5303.92,0.271,
3201,19572.58,4,10047.42,0.5133,
3201,19572.58,5,1556.77,0.0795,
3201,19572.58,6,245.74,0.0126,
3201,19572.58,9,2418.73,0.1236,
3202,20046.76,7,5836.86,0.2912,
3202,20046.76,4,14118.41,0.7043,
3202,20046.76,9,91.48,0.0046,
3203,20520.93,7,13504.16,0.6581,
3203,20520.93,4,7016.77,0.3419,
3204,20995.1,7,19452.68,0.9265,
3204,20995.1,1,1542.42,0.0735,
3205,21469.28,7,19284.93,0.8983,
3205,21469.28,1,2184.35,0.1017,
3206,21836.79,8,1766.21,0.0809,
3206,21836.79,-1,20070.58,0.9191,
3207,22310.55,8,13846.13,0.6206,
3207,22310.55,-1,8464.42,0.3794,
3208,21943.45,7,16243.16,0.7402,
3208,21943.45,1,1024.58,0.0467,
3208,21943.45,2,4675.72,0.2131,
3209,22784.31,8,15964.53,0.7007,
3209,22784.31,-1,6819.78,0.2993,
3210,22417.63,7,17371.87,0.7749,
3210,22417.63,2,2492.43,0.1112,
3210,22417.63,6,2553.32,0.1139,
3211,23258.07,8,19019.47,0.8178,
3211,23258.07,-1,4238.6,0.1822,
3212,22891.8,7,8500.08,0.3713,
3212,22891.8,4,10137.89,0.4429,
3212,22891.8,6,4253.83,0.1858,
3213,23731.83,8,12405.24,0.5227,
3213,23731.83,-1,11326.59,0.4773,
3214,24205.59,8,13420.54,0.5544,
3214,24205.59,-1,10785.06,0.4456,
3215,23502.55,7,10733.12,0.4567,
3215,23502.55,4,884.26,0.0376,
3215,23502.55,6,11885.18,0.5057,
3216,24679.35,8,17253.57,0.6991,
3216,24679.35,-1,7425.79,0.3009,
3217,25153.12,8,18480.1,0.7347,
3217,25153.12,-1,6673.02,0.2653,
3218,24504.49,4,8125.71,0.3316,
3218,24504.49,6,5548.66,0.2264,
3218,24504.49,9,10830.12,0.442,
3219,25626.88,8,21188.63,0.8268,
3219,25626.88,-1,4438.25,0.1732,
3220,8609.53,-1,8609.53,1,
3221,26173.75,8,21365.39,0.8163,
3221,26173.75,-1,4808.36,0.1837,
3222,25682.61,3,3867.56,0.1506,
3222,25682.61,7,3946.77,0.1537,
3222,25682.61,4,16990.97,0.6616,
3222,25682.61,9,877.32,0.0342,
3223,8714.6,8,5381.65,0.6175,
3223,8714.6,-1,3332.95,0.3825,
3224,23119.69,3,5175.73,0.2239,
3224,23119.69,7,90.88,0.0039,
3224,23119.69,8,15404.93,0.6663,
3224,23119.69,4,2107.96,0.0912,
3224,23119.69,-1,340.19,0.0147,
3225,22664.47,3,6558.38,0.2894,
3225,22664.47,7,2736.91,0.1208,
3225,22664.47,8,1564.34,0.069,
3225,22664.47,4,6170.74,0.2723,
3225,22664.47,6,5634.1,0.2486,
3226,8819.67,8,6502.03,0.7372,
3226,8819.67,-1,2317.65,0.2628,
3227,22223.2,3,280.12,0.0126,
3227,22223.2,7,762.68,0.0343,
3227,22223.2,4,13285.24,0.5978,
3227,22223.2,6,7895.17,0.3553,
3228,26731.78,3,1397.98,0.0523,
3228,26731.78,7,18552.45,0.694,
3228,26731.78,4,6781.36,0.2537,
3229,8924.75,8,8924.75,1,
3230,3016.75,-1,3016.75,1,
3231,21781.93,3,521.95,0.024,
3231,21781.93,4,11121.66,0.5106,
3231,21781.93,6,10138.32,0.4654,
3232,9029.82,8,9029.82,1,
3233,21340.66,3,3612.19,0.1693,
3233,21340.66,1,1162.09,0.0545,
3233,21340.66,4,7712.81,0.3614,
3233,21340.66,6,8853.57,0.4149,
3234,3206.93,8,1703.43,0.5312,
3234,3206.93,-1,1503.5,0.4688,
3235,27780.94,3,3497.84,0.1259,
3235,27780.94,7,24235.56,0.8724,
3235,27780.94,4,47.54,0.0017,
3236,9134.89,8,9072.23,0.9931,
3236,9134.89,-1,62.66,0.0069,
3237,21288.96,3,1292.71,0.0607,
3237,21288.96,1,4357.82,0.2047,
3237,21288.96,4,3140.29,0.1475,
3237,21288.96,6,12467.88,0.5857,
3237,21288.96,9,30.25,0.0014,
3238,3397.11,8,3397.11,1,
3239,9239.97,8,5402.06,0.5846,
3239,9239.97,-1,3837.91,0.4154,
3240,3587.28,8,3587.28,1,
3241,28835.16,3,249.23,0.0086,
3241,28835.16,7,5788.3,0.2007,
3241,28835.16,1,9629.68,0.334,
3241,28835.16,-1,13167.95,0.4567,
3242,21485.92,1,2177.61,0.1014,
3242,21485.92,4,4116.51,0.1916,
3242,21485.92,5,3378.33,0.1572,
3242,21485.92,6,11111.14,0.5171,
3242,21485.92,9,702.33,0.0327,
3243,9345.04,8,8262.21,0.8841,
3243,9345.04,-1,1082.83,0.1159,
3244,3777.46,8,3777.46,1,
3245,4115.47,-1,4115.47,1,
3246,9450.11,8,7990.62,0.8456,
3246,9450.11,-1,1459.5,0.1544,
3247,21665.51,7,1057.06,0.0488,
3247,21665.51,4,6058.64,0.2796,
3247,21665.51,5,1586.05,0.0732,
3247,21665.51,6,5538.27,0.2556,
3247,21665.51,9,7425.49,0.3427,
3248,3967.63,8,3967.63,1,
3249,9555.19,8,6954.58,0.7278,
3249,9555.19,-1,2600.61,0.2722,
3250,4436.68,8,2480.66,0.5591,
3250,4436.68,-1,1956.02,0.4409,
3251,21845.1,7,20748.26,0.9498,
3251,21845.1,4,68.6,0.0031,
3251,21845.1,6,413.49,0.0189,
3251,21845.1,9,614.75,0.0281,
3252,9702.86,3,4142.69,0.427,
3252,9702.86,7,1331.71,0.1372,
3252,9702.86,8,3484.42,0.3591,
3252,9702.86,1,433.39,0.0447,
3252,9702.86,-1,310.65,0.032,
3253,4157.81,8,2604.35,0.6264,
3253,4157.81,-1,1553.46,0.3736,
3254,56523.75,-1,56523.75,1,
3255,4565.57,8,4293.91,0.9405,
3255,4565.57,-1,271.66,0.0595,
3256,9893.86,3,2427.22,0.2453,
3256,9893.86,7,5318.78,0.5376,
3256,9893.86,1,2147.86,0.2171,
3257,22024.7,7,20243.9,0.9191,
3257,22024.7,1,1780.8,0.0809,
3258,4347.99,8,4347.99,1,
3259,4643.45,8,4643.45,1,
3260,10115.17,3,2656.32,0.2626,
3260,10115.17,7,1384.55,0.1369,
3260,10115.17,1,847.41,0.0838,
3260,10115.17,4,3.88,0.0004,
3260,10115.17,6,4315.25,0.4266,
3260,10115.17,9,907.76,0.0897,
3261,59201.66,-1,59201.66,1,
3262,4538.16,8,4538.16,1,
3263,22204.29,7,20367.37,0.9173,
3263,22204.29,1,1836.92,0.0827,
3264,4721.33,8,4721.33,1,
3265,10336.48,3,207.4,0.0201,
3265,10336.48,4,3900.92,0.3774,
3265,10336.48,6,2467.17,0.2387,
3265,10336.48,9,3761,0.3639,
3266,4728.61,8,4083.89,0.8637,
3266,4728.61,-1,644.7,0.1363,
3267,4799.21,8,4763.43,0.9925,
3267,4799.21,-1,35.78,0.0075,
3268,22383.88,7,16393.87,0.7324,
3268,22383.88,1,1640.91,0.0733,
3268,22383.88,4,4332.13,0.1935,
3268,22383.88,6,16.96,0.0008,
3269,10557.8,3,1229.07,0.1164,
3269,10557.8,4,2255.13,0.2136,
3269,10557.8,6,3911.67,0.3705,
3269,10557.8,9,3161.93,0.2995,
3270,60708.27,-1,60708.27,1,
3271,5192.37,3,62.84,0.0121,
3271,5192.37,8,1027.94,0.198,
3271,5192.37,1,1683.92,0.3243,
3271,5192.37,6,510.46,0.0983,
3271,5192.37,-1,1907.21,0.3673,
3272,4877.09,8,3125.18,0.6408,
3272,4877.09,-1,1751.91,0.3592,
3273,10630.55,1,271.71,0.0256,
3273,10630.55,4,2001.08,0.1882,
3273,10630.55,6,5155.43,0.485,
3273,10630.55,9,3202.33,0.3012,
3274,22563.47,7,5453.72,0.2417,
3274,22563.47,1,4.51,0.0002,
3274,22563.47,6,17105.24,0.7581,
3275,5428.74,3,1842.23,0.3393,
3275,5428.74,1,194.55,0.0358,
3275,5428.74,6,1007.27,0.1855,
3275,5428.74,9,2384.68,0.4393,
3276,10349.37,7,308.84,0.0298,
3276,10349.37,1,22.4,0.0022,
3276,10349.37,4,1747.24,0.1688,
3276,10349.37,6,5422.39,0.5239,
3276,10349.37,9,2848.5,0.2752,
3277,4954.96,8,4954.96,1,
3278,7547.68,8,157.18,0.0208,
3278,7547.68,-1,7390.51,0.9792,
3279,62214.88,-1,62214.88,1,
3280,9889.66,7,6280.92,0.6351,
3280,9889.66,6,2897.96,0.293,
3280,9889.66,9,710.78,0.0719,
3281,5665.21,3,42.93,0.0076,
3281,5665.21,6,3567.95,0.6298,
3281,5665.21,9,2054.33,0.3626,
3282,5032.84,8,5032.84,1,
3283,22970.82,6,22805.08,0.9928,
3283,22970.82,9,165.73,0.0072,
3284,9429.96,7,9429.96,1,
3285,7928.57,8,7568.16,0.9545,
3285,7928.57,-1,360.41,0.0455,
3286,5901.69,4,1383.75,0.2345,
3286,5901.69,6,3746.74,0.6349,
3286,5901.69,9,771.21,0.1307,
3287,5111.31,8,4696.47,0.9188,
3287,5111.31,-1,414.87,0.0812,
3288,63721.49,-1,63721.49,1,
3289,8970.25,7,8970.25,1,
3290,6138.17,4,5744.92,0.9359,
3290,6138.17,6,393.25,0.0641,
3291,8431.03,8,5650.19,0.6702,
3291,8431.03,-1,2780.83,0.3298,
3292,5669.88,6,1158.82,0.2044,
3292,5669.88,-1,4292.59,0.7571,
3292,5669.88,9,218.47,0.0385,
3293,8510.54,7,8510.54,1,
3294,6374.64,4,6374.64,1,
3295,24164.42,4,12860.28,0.5322,
3295,24164.42,6,9393.41,0.3887,
3295,24164.42,9,1910.72,0.0791,
3296,8956.3,8,7615.85,0.8503,
3296,8956.3,-1,1340.45,0.1497,
3297,6036.74,6,3837.8,0.6357,
3297,6036.74,9,2198.94,0.3643,
3298,6611.12,7,3585.09,0.5423,
3298,6611.12,4,3024.48,0.4575,
3298,6611.12,6,1.54,0.0002,
3299,6403.6,6,6403.6,1,
3300,6847.6,7,6847.6,1,
3301,9481.56,8,9481.56,1,
3302,8923.33,7,7593.94,0.851,
3302,8923.33,1,33.01,0.0037,
3302,8923.33,6,1296.38,0.1453,
3303,7084.07,7,7084.07,1,
3304,6770.47,4,843.83,0.1246,
3304,6770.47,6,5926.64,0.8754,
3305,26021.14,7,5530.39,0.2125,
3305,26021.14,4,15310.87,0.5884,
3305,26021.14,9,5179.88,0.1991,
3306,10006.83,8,9396.6,0.939,
3306,10006.83,-1,610.23,0.061,
3307,7320.55,7,7320.55,1,
3308,7137.33,4,3298.2,0.4621,
3308,7137.33,6,3839.13,0.5379,
3309,10532.1,8,6252.78,0.5937,
3309,10532.1,-1,4279.32,0.4063,
3310,7557.02,7,7557.02,1,
3311,11665.79,7,126.08,0.0108,
3311,11665.79,4,546.38,0.0468,
3311,11665.79,6,8464.28,0.7256,
3311,11665.79,9,2529.05,0.2168,
3312,7504.19,7,683.8,0.0911,
3312,7504.19,4,6820.4,0.9089,
3313,11057.37,8,9020.89,0.8158,
3313,11057.37,-1,2036.48,0.1842,
3314,27536.71,3,5687.32,0.2065,
3314,27536.71,7,11023.23,0.4003,
3314,27536.71,4,9645.3,0.3503,
3314,27536.71,9,1180.86,0.0429,
3315,7871.06,7,7406.19,0.9409,
3315,7871.06,4,464.87,0.0591,
3316,10798.48,8,851.94,0.0789,
3316,10798.48,-1,9946.53,0.9211,
3317,11582.64,8,8984.2,0.7757,
3317,11582.64,-1,2598.44,0.2243,
3318,8237.92,7,8237.92,1,
3319,8087.31,3,11.84,0.0015,
3319,8087.31,7,3475.74,0.4298,
3319,8087.31,6,3088.2,0.3819,
3319,8087.31,9,1511.54,0.1869,
3320,14432.28,3,529.31,0.0367,
3320,14432.28,4,5400.67,0.3742,
3320,14432.28,6,4554.77,0.3156,
3320,14432.28,9,3947.53,0.2735,
3321,10975.06,8,10975.06,1,
3322,12097.38,8,7983.66,0.6599,
3322,12097.38,-1,4113.72,0.3401,
3323,29052.28,3,7387.31,0.2543,
3323,29052.28,7,10350.62,0.3563,
3323,29052.28,4,11314.4,0.3894,
3324,8604.78,7,8604.78,1,
3325,13172.22,8,11216.31,0.8515,
3325,13172.22,6,0.17,0,
3325,13172.22,-1,1797.56,0.1365,
3325,13172.22,9,158.19,0.012,
3326,11151.64,8,11151.64,1,
3327,8971.64,7,8971.64,1,
3328,8348.7,4,5151.33,0.617,
3328,8348.7,6,1511.01,0.181,
3328,8348.7,9,1686.36,0.202,
3329,13167.71,7,2726.23,0.207,
3329,13167.71,8,3169.04,0.2407,
3329,13167.71,6,1645.36,0.125,
3329,13167.71,-1,1232.84,0.0936,
3329,13167.71,9,4394.24,0.3337,
3330,11328.23,8,7192.95,0.635,
3330,11328.23,-1,4135.28,0.365,
3331,15304.16,3,1313.61,0.0858,
3331,15304.16,4,13546.72,0.8852,
3331,15304.16,6,0.2,0,
3331,15304.16,9,443.62,0.029,
3332,30567.85,3,230.9,0.0076,
3332,30567.85,7,25552.49,0.8359,
3332,30567.85,4,4784.4,0.1565,
3333,13163.19,7,806.51,0.0613,
3333,13163.19,4,5.75,0.0004,
3333,13163.19,6,7263.96,0.5518,
3333,13163.19,9,5086.97,0.3865,
3334,10118.93,3,1423.59,0.1407,
3334,10118.93,7,8646.38,0.8545,
3334,10118.93,9,48.97,0.0048,
3335,11504.81,8,11352.36,0.9867,
3335,11504.81,-1,152.45,0.0133,
3336,13158.68,5,1533.96,0.1166,
3336,13158.68,6,10972.15,0.8338,
3336,13158.68,9,652.57,0.0496,
3337,7866.81,3,4530.47,0.5759,
3337,7866.81,7,169.06,0.0215,
3337,7866.81,4,3167.27,0.4026,
3338,11681.4,8,11681.4,1,
3339,13154.17,4,1764.51,0.1341,
3339,13154.17,5,3349.07,0.2546,
3339,13154.17,6,8040.59,0.6113,
3340,15460.32,7,4862.28,0.3145,
3340,15460.32,4,10598.04,0.6855,
3341,32085,7,7857.12,0.2449,
3341,32085,1,8984.52,0.28,
3341,32085,4,1144.47,0.0357,
3341,32085,-1,14098.89,0.4394,
3342,10498.48,3,1812.29,0.1726,
3342,10498.48,7,827.59,0.0788,
3342,10498.48,4,131.91,0.0126,
3342,10498.48,6,3244.82,0.3091,
3342,10498.48,9,4481.86,0.4269,
3343,11857.98,8,11326.61,0.9552,
3343,11857.98,-1,531.37,0.0448,
3344,13149.65,7,3376.21,0.2568,
3344,13149.65,4,4369.8,0.3323,
3344,13149.65,6,5403.64,0.4109,
3345,7605.8,3,970.19,0.1276,
3345,7605.8,7,2232.92,0.2936,
3345,7605.8,4,4402.68,0.5789,
3346,13145.14,7,13145.14,1,
3347,12034.57,8,7409.92,0.6157,
3347,12034.57,-1,4624.64,0.3843,
3348,15616.48,7,10624.89,0.6804,
3348,15616.48,4,4991.59,0.3196,
3349,9876.66,1,661.29,0.067,
3349,9876.66,4,6114.07,0.619,
3349,9876.66,6,3101.31,0.314,
3350,13140.63,7,13140.63,1,
3351,10507.4,8,88.7,0.0084,
3351,10507.4,-1,10418.71,0.9916,
3352,12211.15,8,11803.59,0.9666,
3352,12211.15,-1,407.56,0.0334,
3353,13136.11,7,13136.11,1,
3354,64361.98,-1,64361.98,1,
3355,7344.79,4,7344.79,1,
3356,10510.11,8,10370.72,0.9867,
3356,10510.11,-1,139.39,0.0133,
3357,12399.94,8,8417.21,0.6788,
3357,12399.94,-1,3982.72,0.3212,
3358,9164.03,3,1968.79,0.2148,
3358,9164.03,7,1603.1,0.1749,
3358,9164.03,1,1373.53,0.1499,
3358,9164.03,4,4218.6,0.4603,
3359,13131.6,7,13131.6,1,
3360,15772.63,3,1553.01,0.0985,
3360,15772.63,7,10284.59,0.6521,
3360,15772.63,4,3935.03,0.2495,
3361,10512.82,8,10512.82,1,
3362,67790.27,-1,67790.27,1,
3363,13804.11,8,13804.11,1,
3364,12252.72,3,5023.68,0.41,
3364,12252.72,7,5653.53,0.4614,
3364,12252.72,9,1575.51,0.1286,
3365,8451.39,7,5734.69,0.6785,
3365,8451.39,4,2716.7,0.3215,
3366,7083.78,3,131.62,0.0186,
3366,7083.78,7,3530.43,0.4984,
3366,7083.78,4,3421.73,0.483,
3367,10515.52,8,10345.91,0.9839,
3367,10515.52,-1,169.61,0.0161,
3368,67121.97,-1,67121.97,1,
3369,14240.26,7,3824.88,0.2686,
3369,14240.26,8,9205.83,0.6465,
3369,14240.26,4,1209.56,0.0849,
3370,11102.17,7,5.67,0.0005,
3370,11102.17,4,6581.39,0.5928,
3370,11102.17,6,39.2,0.0035,
3370,11102.17,9,4475.91,0.4032,
3371,10518.23,8,5281.39,0.5021,
3371,10518.23,-1,5236.85,0.4979,
3372,15928.79,3,7658.41,0.4808,
3372,15928.79,7,8270.39,0.5192,
3373,66453.66,-1,66453.66,1,
3374,14676.41,7,5847.86,0.3985,
3374,14676.41,4,8746.68,0.596,
3374,14676.41,9,81.88,0.0056,
3375,7738.76,7,1061.97,0.1372,
3375,7738.76,4,6622.4,0.8557,
3375,7738.76,2,54.39,0.007,
3376,10520.94,8,5127.06,0.4873,
3376,10520.94,-1,5393.88,0.5127,
3377,6822.77,3,3114.16,0.4564,
3377,6822.77,7,3708.61,0.5436,
3378,10500.81,7,5147.39,0.4902,
3378,10500.81,1,1535.12,0.1462,
3378,10500.81,4,3818.29,0.3636,
3379,65785.36,-1,65785.36,1,
3380,15112.56,4,6337.31,0.4193,
3380,15112.56,6,5875.89,0.3888,
3380,15112.56,9,2899.36,0.1919,
3381,10523.65,8,4017.91,0.3818,
3381,10523.65,-1,6505.74,0.6182,
3382,16083.08,3,2297.41,0.1428,
3382,16083.08,7,1622.23,0.1009,
3382,16083.08,1,3899.52,0.2425,
3382,16083.08,-1,8263.92,0.5138,
3383,7026.12,3,2635.98,0.3752,
3383,7026.12,7,199.66,0.0284,
3383,7026.12,4,2317.48,0.3298,
3383,7026.12,2,1873.01,0.2666,
3384,10088.02,7,2784.72,0.276,
3384,10088.02,1,3552.51,0.3522,
3384,10088.02,4,3750.78,0.3718,
3385,15548.72,6,10531.17,0.6773,
3385,15548.72,9,5017.55,0.3227,
3386,10526.35,8,7100.59,0.6746,
3386,10526.35,-1,3425.77,0.3254,
3387,6561.76,3,6561.76,1,
3388,15984.87,7,1289.33,0.0807,
3388,15984.87,4,8673.75,0.5426,
3388,15984.87,6,5267.05,0.3295,
3388,15984.87,9,754.74,0.0472,
3389,10529.06,8,8545.27,0.8116,
3389,10529.06,-1,1983.8,0.1884,
3390,6313.49,3,2512.46,0.398,
3390,6313.49,7,309.3,0.049,
3390,6313.49,4,2386.48,0.378,
3390,6313.49,2,1105.25,0.1751,
3391,9675.22,7,1759.57,0.1819,
3391,9675.22,4,7807.49,0.807,
3391,9675.22,2,108.17,0.0112,
3392,9895.39,-1,9895.39,1,
3393,10504.55,8,6534.25,0.622,
3393,10504.55,-1,3970.3,0.378,
3394,16421.02,7,16135.31,0.9826,
3394,16421.02,4,285.71,0.0174,
3395,9804.72,8,8647.18,0.8819,
3395,9804.72,-1,1157.54,0.1181,
3396,6318.26,3,2031.82,0.3216,
3396,6318.26,8,897.43,0.142,
3396,6318.26,1,1421.11,0.2249,
3396,6318.26,-1,1967.9,0.3115,
3397,9262.43,4,3631.3,0.392,
3397,9262.43,2,5631.14,0.608,
3398,30518.65,-1,30518.65,1,
3399,11608.52,8,11608.52,1,
3400,5600.85,3,1789.71,0.3195,
3400,5600.85,7,2289.69,0.4088,
3400,5600.85,4,1521.46,0.2716,
3401,9714.04,8,9714.04,1,
3402,16857.17,7,16857.17,1,
3403,11269.19,8,7317.11,0.6493,
3403,11269.19,4,3518.07,0.3122,
3403,11269.19,6,434,0.0385,
3404,9623.37,8,8842.17,0.9188,
3404,9623.37,-1,781.2,0.0812,
3405,30598.78,-1,30598.78,1,
3406,8849.64,7,3321.79,0.3754,
3406,8849.64,4,66.27,0.0075,
3406,8849.64,2,5461.58,0.6172,
3407,17293.32,7,17293.32,1,
3408,4887.02,3,1148.08,0.2349,
3408,4887.02,7,586.51,0.12,
3408,4887.02,8,1982.43,0.4057,
3408,4887.02,1,885.74,0.1812,
3408,4887.02,-1,284.27,0.0582,
3409,10929.86,7,172.93,0.0158,
3409,10929.86,4,5137.53,0.47,
3409,10929.86,6,5619.4,0.5141,
3410,9532.69,8,4543.16,0.4766,
3410,9532.69,-1,4989.53,0.5234,
3411,30656.52,-1,30656.52,1,
3412,8436.85,7,1226.18,0.1453,
3412,8436.85,4,3153.98,0.3738,
3412,8436.85,2,4056.7,0.4808,
3413,17729.47,7,10572.23,0.5963,
3413,17729.47,4,7157.25,0.4037,
3414,10590.53,4,5967.15,0.5634,
3414,10590.53,5,11.72,0.0011,
3414,10590.53,6,4611.66,0.4355,
3415,9442.02,8,6787.14,0.7188,
3415,9442.02,-1,2654.87,0.2812,
3416,12867.25,-1,12867.25,1,
3417,10251.2,5,1408.8,0.1374,
3417,10251.2,6,8842.37,0.8626,
3417,10251.2,9,0.03,0,
3418,17960.97,3,490.23,0.0273,
3418,17960.97,7,183.76,0.0102,
3418,17960.97,4,12415.7,0.6913,
3418,17960.97,9,4871.28,0.2712,
3419,9351.34,8,7564.46,0.8089,
3419,9351.34,-1,1786.88,0.1911,
3420,30714.25,-1,30714.25,1,
3421,17192.74,3,4799.03,0.2791,
3421,17192.74,7,52.1,0.003,
3421,17192.74,4,11807.62,0.6868,
3421,17192.74,9,533.99,0.0311,
3422,8024.06,7,4114.72,0.5128,
3422,8024.06,4,3909.34,0.4872,
3423,9911.87,4,2102.22,0.2121,
3423,9911.87,5,361.21,0.0364,
3423,9911.87,6,3269.74,0.3299,
3423,9911.87,9,4178.71,0.4216,
3424,12526.45,-1,12526.45,1,
3425,15754.65,7,5845.47,0.371,
3425,15754.65,4,9909.18,0.629,
3426,9260.67,8,8324.2,0.8989,
3426,9260.67,-1,936.47,0.1011,
3427,30771.99,-1,30771.99,1,
3428,14274.91,3,91.35,0.0064,
3428,14274.91,7,5491.85,0.3847,
3428,14274.91,4,8691.71,0.6089,
3429,9572.54,7,8395,0.877,
3429,9572.54,4,593.75,0.062,
3429,9572.54,6,583.79,0.061,
3430,11383.82,-1,11383.82,1,
3431,8955.24,1,29.59,0.0033,
3431,8955.24,-1,8925.65,0.9967,
3432,7560.82,7,4808.05,0.6359,
3432,7560.82,8,2330.11,0.3082,
3432,7560.82,1,422.66,0.0559,
3433,9169.99,8,8956.41,0.9767,
3433,9169.99,-1,213.59,0.0233,
3434,12795.18,3,1779.87,0.1391,
3434,12795.18,7,29.11,0.0023,
3434,12795.18,4,10832.41,0.8466,
3434,12795.18,2,153.78,0.012,
3435,9056.81,-1,9056.81,1,
3436,11315.44,7,2079.62,0.1838,
3436,11315.44,4,2481.16,0.2193,
3436,11315.44,2,6754.66,0.5969,
3437,9233.21,7,9233.21,1,
3438,9148.15,8,5097,0.5572,
3438,9148.15,-1,4051.15,0.4428,
3439,10066.29,-1,10066.29,1,
3440,7898.23,-1,7898.23,1,
3441,8936.06,8,4254.69,0.4761,
3441,8936.06,-1,4681.37,0.5239,
3442,9835.7,7,940.46,0.0956,
3442,9835.7,4,6699.4,0.6811,
3442,9835.7,2,2195.84,0.2233,
3443,8738.66,7,8738.66,1,
3444,10587.9,8,10587.9,1,
3445,8355.96,7,623.12,0.0746,
3445,8355.96,4,5508.64,0.6592,
3445,8355.96,2,2224.2,0.2662,
3446,8815.31,8,7607.81,0.863,
3446,8815.31,-1,1207.51,0.137,
3447,8748.75,-1,8748.75,1,
3448,7996.64,7,4995.22,0.6247,
3448,7996.64,4,3001.42,0.3753,
3449,6876.23,7,3738.4,0.5437,
3449,6876.23,4,3137.82,0.4563,
3450,7999.06,-1,7999.06,1,
3451,13263.5,8,246.57,0.0186,
3451,13263.5,1,1368.05,0.1031,
3451,13263.5,-1,11648.87,0.8783,
3452,10472.1,8,3013.3,0.2877,
3452,10472.1,4,1822.24,0.174,
3452,10472.1,5,571.54,0.0546,
3452,10472.1,6,5065.02,0.4837,
3453,7240.66,4,4544.02,0.6276,
3453,7240.66,9,2696.64,0.3724,
3454,8694.56,8,3139.61,0.3611,
3454,8694.56,-1,5554.96,0.6389,
3455,5496.85,7,5488.33,0.9984,
3455,5496.85,8,8.52,0.0016,
3456,6716.84,4,6716.84,1,
3457,6379.36,7,96.84,0.0152,
3457,6379.36,4,6282.52,0.9848,
3458,10356.29,4,476,0.046,
3458,10356.29,5,1571.65,0.1518,
3458,10356.29,6,8308.64,0.8023,
3459,8337.18,-1,8337.18,1,
3460,6041.89,3,3559.11,0.5891,
3460,6041.89,7,498.27,0.0825,
3460,6041.89,4,1984.52,0.3285,
3461,8573.82,8,5293.66,0.6174,
3461,8573.82,-1,3280.15,0.3826,
3462,5704.41,3,1442.76,0.2529,
3462,5704.41,7,3675.69,0.6444,
3462,5704.41,1,492.32,0.0863,
3462,5704.41,4,93.64,0.0164,
3463,10242.74,-1,10242.74,1,
3464,5366.94,7,858,0.1599,
3464,5366.94,1,3954.5,0.7368,
3464,5366.94,4,554.44,0.1033,
3465,10240.48,5,9950.64,0.9717,
3465,10240.48,6,289.85,0.0283,
3466,5029.46,7,8.84,0.0018,
3466,5029.46,1,1210.29,0.2406,
3466,5029.46,4,3810.33,0.7576,
3467,8453.07,8,8453.07,1,
3468,8675.3,-1,8675.3,1,
3469,4691.99,7,2623.18,0.5591,
3469,4691.99,1,0.78,0.0002,
3469,4691.99,4,2068.03,0.4408,
3470,10834.47,7,1250.32,0.1154,
3470,10834.47,8,17.73,0.0016,
3470,10834.47,1,1343.46,0.124,
3470,10834.47,-1,8222.95,0.759,
3471,4354.51,7,1064.29,0.2444,
3471,4354.51,4,3290.22,0.7556,
3472,10124.68,5,5713.98,0.5644,
3472,10124.68,6,3374.34,0.3333,
3472,10124.68,9,1036.37,0.1024,
3473,4005.37,7,4003.31,0.9995,
3473,4005.37,4,2.06,0.0005,
3474,8332.32,8,8332.32,1,
3475,11676.63,-1,11676.63,1,
3476,10008.87,7,215.25,0.0215,
3476,10008.87,4,4272.11,0.4268,
3476,10008.87,5,34.03,0.0034,
3476,10008.87,6,2678.36,0.2676,
3476,10008.87,9,2809.12,0.2807,
3477,8211.57,8,8211.57,1,
3478,8558.51,7,2019.3,0.2359,
3478,8558.51,1,956.66,0.1118,
3478,8558.51,-1,5582.55,0.6523,
3479,9893.06,7,8976.87,0.9074,
