NewID,Area,Veg_Com_No,Veg_Area,Per_Area,
1330,3281.58,7,1991.22,0.6068,
1330,3281.58,1,1.32,0.0004,
1330,3281.58,-1,1289.04,0.3928,
1331,10840.74,-1,10840.74,1,
1332,3382.65,4,1259.19,0.3722,
1332,3382.65,-1,779,0.2303,
1332,3382.65,9,1344.47,0.3975,
1333,10536.69,-1,10536.69,1,
1334,3726.65,7,3726.65,1,
1335,4953.57,7,1020.37,0.206,
1335,4953.57,8,745.61,0.1505,
1335,4953.57,4,805.9,0.1627,
1335,4953.57,6,99.33,0.0201,
1335,4953.57,-1,2282.36,0.4607,
1336,3220.29,7,1972.02,0.6124,
1336,3220.29,8,1248.28,0.3876,
1337,5871.27,3,147.1,0.0251,
1337,5871.27,4,4985.27,0.8491,
1337,5871.27,9,738.9,0.1258,
1338,4917.35,7,4788.26,0.9737,
1338,4917.35,4,129.09,0.0263,
1339,5526.63,-1,5526.63,1,
1340,3502.93,7,68.52,0.0196,
1340,3502.93,4,1816.73,0.5186,
1340,3502.93,-1,1612.53,0.4603,
1340,3502.93,9,5.15,0.0015,
1341,10413.62,-1,10413.62,1,
1342,3781.39,7,1810.11,0.4787,
1342,3781.39,4,1971.28,0.5213,
1343,4719.55,7,522.83,0.1108,
1343,4719.55,8,107.4,0.0228,
1343,4719.55,4,1579.18,0.3346,
1343,4719.55,-1,2510.14,0.5319,
1344,11867.56,-1,11867.56,1,
1345,9524.84,7,3309.6,0.3475,
1345,9524.84,1,1878.08,0.1972,
1345,9524.84,-1,4337.17,0.4554,
1346,5963.1,4,2736.73,0.4589,
1346,5963.1,9,3226.37,0.5411,
1347,3161.2,7,3161.2,1,
1348,5557.75,-1,5557.75,1,
1349,4975.22,7,722.29,0.1452,
1349,4975.22,4,2489.74,0.5004,
1349,4975.22,9,1763.19,0.3544,
1350,10972.07,-1,10972.07,1,
1351,3623.2,7,1593.61,0.4398,
1351,3623.2,4,422.49,0.1166,
1351,3623.2,-1,1607.1,0.4436,
1352,4485.54,7,15.21,0.0034,
1352,4485.54,8,122.86,0.0274,
1352,4485.54,4,2439.2,0.5438,
1352,4485.54,-1,1908.27,0.4254,
1353,3838.37,7,32.37,0.0084,
1353,3838.37,4,3804.01,0.991,
1353,3838.37,9,1.99,0.0005,
1354,11220.39,-1,11220.39,1,
1355,5588.86,-1,5588.86,1,
1356,8720.4,7,8404.07,0.9637,
1356,8720.4,1,316.33,0.0363,
1357,5970.25,4,1.68,0.0003,
1357,5970.25,9,5968.57,0.9997,
1358,3102.11,7,2606.02,0.8401,
1358,3102.11,9,496.09,0.1599,
1359,5033.16,4,3947.59,0.7843,
1359,5033.16,9,1085.57,0.2157,
1360,5619.98,-1,5619.98,1,
1361,4251.52,7,512.11,0.1205,
1361,4251.52,8,18.4,0.0043,
1361,4251.52,4,3287.07,0.7732,
1361,4251.52,-1,433.94,0.1021,
1362,3743.47,7,3010.34,0.8042,
1362,3743.47,-1,733.13,0.1958,
1363,10630.66,-1,10630.66,1,
1364,3911.78,7,34.97,0.0089,
1364,3911.78,4,2409.81,0.616,
1364,3911.78,9,1467,0.375,
1365,9155.84,7,614.24,0.0671,
1365,9155.84,-1,8541.6,0.9329,
1366,11103.41,-1,11103.41,1,
1367,5974.01,4,1730.39,0.2897,
1367,5974.01,9,4243.62,0.7103,
1368,12447.06,-1,12447.06,1,
1369,3031.3,7,1263.22,0.4167,
1369,3031.3,9,1768.08,0.5833,
1370,5627.29,-1,5627.29,1,
1371,5083.75,4,2638.42,0.519,
1371,5083.75,9,2445.33,0.481,
1372,4019.33,7,783.36,0.1949,
1372,4019.33,4,2972.68,0.7396,
1372,4019.33,9,263.3,0.0655,
1373,3863.75,7,3863.75,1,
1374,3902.54,7,25.13,0.0064,
1374,3902.54,4,1744.05,0.4469,
1374,3902.54,9,2133.36,0.5467,
1375,4279.86,-1,4279.86,1,
1376,11904.09,-1,11904.09,1,
1377,5977.76,7,354.57,0.0593,
1377,5977.76,4,5325.27,0.8908,
1377,5977.76,9,297.92,0.0498,
1378,5128.6,3,2.41,0.0005,
1378,5128.6,4,595.11,0.116,
1378,5128.6,9,4531.08,0.8835,
1379,9761.92,7,9761.92,1,
1380,2995.96,7,403.99,0.1348,
1380,2995.96,4,344.45,0.115,
1380,2995.96,9,2247.52,0.7502,
1381,4039.61,7,82.55,0.0204,
1381,4039.61,-1,3957.06,0.9796,
1382,3815.88,7,767.05,0.201,
1382,3815.88,4,463.67,0.1215,
1382,3815.88,9,2585.15,0.6775,
1383,11234.74,-1,11234.74,1,
1384,10773.22,-1,10773.22,1,
1385,3895.14,4,210.32,0.054,
1385,3895.14,9,3684.81,0.946,
1386,9301.23,-1,9301.23,1,
1387,3799.3,7,2074.09,0.5459,
1387,3799.3,-1,1725.21,0.4541,
1388,5981.51,7,2598.7,0.4345,
1388,5981.51,4,3382.81,0.5655,
1389,5173.18,3,5.02,0.001,
1389,5173.18,4,2131.73,0.4121,
1389,5173.18,9,3036.42,0.587,
1390,3091.89,4,1597.1,0.5165,
1390,3091.89,9,1494.79,0.4835,
1391,3626.28,7,18.94,0.0052,
1391,3626.28,4,95.13,0.0262,
1391,3626.28,9,3512.21,0.9685,
1392,13026.56,-1,13026.56,1,
1393,3558.99,7,3047.79,0.8564,
1393,3558.99,-1,511.2,0.1436,
1394,3890.94,3,117.39,0.0302,
1394,3890.94,7,479.49,0.1232,
1394,3890.94,4,2483.48,0.6383,
1394,3890.94,9,810.57,0.2083,
1395,12587.78,-1,12587.78,1,
1396,5217.76,3,690,0.1322,
1396,5217.76,7,0.26,0,
1396,5217.76,4,4488.43,0.8602,
1396,5217.76,9,39.07,0.0075,
1397,5985.27,7,5868.26,0.9805,
1397,5985.27,4,117,0.0195,
1398,10160.94,7,8721.69,0.8584,
1398,10160.94,-1,1439.25,0.1416,
1399,9812.01,7,9812.01,1,
1400,3318.69,7,1460.43,0.4401,
1400,3318.69,4,45.27,0.0136,
1400,3318.69,5,857.54,0.2584,
1400,3318.69,-1,888.32,0.2677,
1400,3318.69,9,67.12,0.0202,
1401,3380.94,4,1617.75,0.4785,
1401,3380.94,9,1763.19,0.5215,
1402,3161.07,4,2441.42,0.7723,
1402,3161.07,9,719.64,0.2277,
1403,3440.95,-1,3440.95,1,
1404,10915.78,-1,10915.78,1,
1405,3885.95,3,1769.22,0.4553,
1405,3885.95,7,1590.58,0.4093,
1405,3885.95,4,526.15,0.1354,
1406,9573.03,-1,9573.03,1,
1407,3370.89,-1,3370.89,1,
1408,3060.04,7,60.64,0.0198,
1408,3060.04,4,201.03,0.0657,
1408,3060.04,5,216.68,0.0708,
1408,3060.04,-1,87.45,0.0286,
1408,3060.04,9,2494.24,0.8151,
1409,5262.34,3,895.5,0.1702,
1409,5262.34,7,2674.66,0.5083,
1409,5262.34,4,1692.18,0.3216,
1410,3300.82,-1,3300.82,1,
1411,5988.94,7,5988.94,1,
1412,3111.72,7,448.53,0.1441,
1412,3111.72,4,2477.05,0.796,
1412,3111.72,9,186.14,0.0598,
1413,3230.76,-1,3230.76,1,
1414,3283.45,4,3126.16,0.9521,
1414,3283.45,9,157.29,0.0479,
1415,2808.22,4,448.33,0.1596,
1415,2808.22,9,2359.89,0.8404,
1416,13606.05,-1,13606.05,1,
1417,3880.96,3,1493.63,0.3849,
1417,3880.96,7,2304.15,0.5937,
1417,3880.96,4,83.17,0.0214,
1418,3160.7,-1,3160.7,1,
1419,13271.48,-1,13271.48,1,
1420,9985.38,7,1100.33,0.1102,
1420,9985.38,1,469.57,0.047,
1420,9985.38,-1,8415.48,0.8428,
1421,5306.92,7,5306.92,1,
1422,2859.23,7,293.52,0.1027,
1422,2859.23,4,2565.71,0.8973,
1423,9298.08,7,9298.08,1,
1424,3481.27,-1,3481.27,1,
1425,2562.19,7,650.76,0.254,
1425,2562.19,4,1181.38,0.4611,
1425,2562.19,9,730.05,0.2849,
1426,3261.99,7,4.45,0.0014,
1426,3261.99,4,3257.55,0.9986,
1427,9844.83,-1,9844.83,1,
1428,11058.34,-1,11058.34,1,
1429,3875.97,3,552.55,0.1426,
1429,3875.97,7,3323.42,0.8574,
1430,3374.12,-1,3374.12,1,
1431,2316.16,7,883.05,0.3813,
1431,2316.16,4,1433.11,0.6187,
1432,2527.05,7,1115.93,0.4416,
1432,2527.05,4,1411.12,0.5584,
1433,5352.43,7,5352.43,1,
1434,3266.78,-1,3266.78,1,
1435,3110.46,7,797.99,0.2566,
1435,3110.46,4,2312.47,0.7434,
1436,2070.14,7,1382.89,0.668,
1436,2070.14,4,687.25,0.332,
1437,3159.45,7,2002.98,0.634,
1437,3159.45,5,16.83,0.0053,
1437,3159.45,-1,1139.64,0.3607,
1438,3870.97,7,3870.97,1,
1439,2332.74,7,1272.04,0.5453,
1439,2332.74,4,1060.7,0.4547,
1440,9879.18,-1,9879.18,1,
1441,14185.55,-1,14185.55,1,
1442,13955.18,-1,13955.18,1,
1443,8646.46,7,5563.58,0.6435,
1443,8646.46,1,3082.88,0.3565,
1444,3052.11,7,897.97,0.2942,
1444,3052.11,1,17.02,0.0056,
1444,3052.11,5,1992.22,0.6527,
1444,3052.11,9,144.9,0.0475,
1445,1904.09,7,1373.02,0.7211,
1445,1904.09,4,531.08,0.2789,
1446,17056.41,7,17056.41,1,
1447,2958.93,7,1223.59,0.4135,
1447,2958.93,4,1735.35,0.5865,
1448,10116.62,-1,10116.62,1,
1449,2926.87,1,31.55,0.0108,
1449,2926.87,5,369.42,0.1262,
1449,2926.87,9,2525.91,0.863,
1450,2213.38,7,606.76,0.2741,
1450,2213.38,4,1606.63,0.7259,
1451,3865.98,7,3865.98,1,
1452,11200.91,-1,11200.91,1,
1453,1767.06,7,751.41,0.4252,
1453,1767.06,1,0.61,0.0003,
1453,1767.06,4,1015.05,0.5744,
1454,2818.02,4,673.62,0.239,
1454,2818.02,9,2144.4,0.761,
1455,1625.58,-1,1625.58,1,
1456,1617.59,-1,1617.59,1,
1457,2807.41,7,2353.1,0.8382,
1457,2807.41,4,454.31,0.1618,
1458,2068.05,7,77.4,0.0374,
1458,2068.05,4,1990.65,0.9626,
1459,2726.31,4,2429.91,0.8913,
1459,2726.31,9,296.41,0.1087,
1460,9772.99,-1,9772.99,1,
1461,3853.71,7,3853.71,1,
1462,1653.74,7,1653.74,1,
1463,1609.6,-1,1609.6,1,
1464,1601.62,-1,1601.62,1,
1465,8516.66,7,39.05,0.0046,
1465,8516.66,1,6277.17,0.737,
1465,8516.66,-1,2200.44,0.2584,
1466,1593.63,-1,1593.63,1,
1467,14765.05,-1,14765.05,1,
1468,2638.18,7,63.51,0.0241,
1468,2638.18,4,2574.67,0.9759,
1469,1922.73,7,86.03,0.0447,
1469,1922.73,4,1836.69,0.9553,
1470,1554.72,7,1554.72,1,
1471,2673.89,-1,2673.89,1,
1472,10388.42,-1,10388.42,1,
1473,2655.88,7,2618.49,0.9859,
1473,2655.88,4,37.38,0.0141,
1474,2550.05,3,76.98,0.0302,
1474,2550.05,7,1082.95,0.4247,
1474,2550.05,4,1390.12,0.5451,
1475,11343.47,-1,11343.47,1,
1476,16802.28,7,16802.28,1,
1477,2630.03,-1,2630.03,1,
1478,19587.79,7,19587.79,1,
1479,1455.71,7,1135.87,0.7803,
1479,1455.71,4,319.84,0.2197,
1480,2583.74,-1,2583.74,1,
1481,2461.91,3,1509.23,0.613,
1481,2461.91,7,642.87,0.2611,
1481,2461.91,4,309.81,0.1258,
1482,1777.4,7,1154.4,0.6495,
1482,1777.4,4,623,0.3505,
1483,9666.8,-1,9666.8,1,
1484,2537.46,7,189.91,0.0748,
1484,2537.46,1,1022.75,0.4031,
1484,2537.46,-1,1324.8,0.5221,
1485,2504.35,3,219.2,0.0875,
1485,2504.35,7,2285.15,0.9125,
1486,2364.58,3,1435.83,0.6072,
1486,2364.58,7,566.1,0.2394,
1486,2364.58,1,342.92,0.145,
1486,2364.58,4,19.73,0.0083,
1487,1356.7,7,319.17,0.2353,
1487,1356.7,4,1037.53,0.7647,
1488,2491.17,7,229.23,0.092,
1488,2491.17,1,2261.94,0.908,
1489,8429.18,-1,8429.18,1,
1490,1632.07,7,1571.73,0.963,
1490,1632.07,4,60.34,0.037,
1491,2444.89,1,864.1,0.3534,
1491,2444.89,5,1465.63,0.5995,
1491,2444.89,9,115.15,0.0471,
1492,2245.79,3,636.37,0.2834,
1492,2245.79,7,1198.23,0.5335,
1492,2245.79,1,411.18,0.1831,
1493,10660.22,-1,10660.22,1,
1494,15344.55,-1,15344.55,1,
1495,2352.82,3,209.96,0.0892,
1495,2352.82,7,2142.86,0.9108,
1496,1257.68,7,463.19,0.3683,
1496,1257.68,4,794.49,0.6317,
1497,2384.33,5,1681.5,0.7052,
1497,2384.33,9,702.83,0.2948,
1498,11486.03,-1,11486.03,1,
1499,16421.05,7,16414.73,0.9996,
1499,16421.05,1,6.32,0.0004,
1500,2117.5,3,24.19,0.0114,
1500,2117.5,7,1721.45,0.813,
1500,2117.5,1,371.86,0.1756,
1501,1486.74,3,175.72,0.1182,
1501,1486.74,7,1267.1,0.8523,
1501,1486.74,4,43.93,0.0295,
1502,2328.25,4,214.91,0.0923,
1502,2328.25,5,777.43,0.3339,
1502,2328.25,9,1335.91,0.5738,
1503,1158.67,7,403.43,0.3482,
1503,1158.67,4,755.24,0.6518,
1504,9560.6,-1,9560.6,1,
1505,1989.21,7,1613.29,0.811,
1505,1989.21,1,375.92,0.189,
1506,2275.04,4,773.58,0.34,
1506,2275.04,5,771.47,0.3391,
1506,2275.04,9,729.98,0.3209,
1507,1341.41,3,742.79,0.5537,
1507,1341.41,7,598.62,0.4463,
1508,2222.19,4,964.56,0.4341,
1508,2222.19,5,327.54,0.1474,
1508,2222.19,9,930.09,0.4185,
1509,8341.71,-1,8341.71,1,
1510,1860.92,7,1328.87,0.7141,
1510,1860.92,1,402.66,0.2164,
1510,1860.92,4,129.39,0.0695,
1511,1059.65,7,318.43,0.3005,
1511,1059.65,4,741.22,0.6995,
1512,15905.59,7,15905.59,1,
1513,2169.35,4,1125.58,0.5189,
1513,2169.35,6,506.77,0.2336,
1513,2169.35,9,537,0.2475,
1514,10932.02,-1,10932.02,1,
1515,1732.63,7,73.8,0.0426,
1515,1732.63,1,241.93,0.1396,
1515,1732.63,4,1416.9,0.8178,
1516,1533.49,-1,1533.49,1,
1517,2116.51,7,423.26,0.2,
1517,2116.51,4,939.25,0.4438,
1517,2116.51,6,754,0.3562,
1518,15494.37,7,8105.23,0.5231,
1518,15494.37,1,5846.35,0.3773,
1518,15494.37,-1,1542.79,0.0996,
1519,961.4,7,961.4,1,
1520,20075.26,7,20075.26,1,
1521,1530.25,-1,1530.25,1,
1522,1527.01,-1,1527.01,1,
1523,1604.34,1,305.91,0.1907,
1523,1604.34,4,1298.43,0.8093,
1524,2063.66,3,53.77,0.0261,
1524,2063.66,7,1025.01,0.4967,
1524,2063.66,4,844.4,0.4092,
1524,2063.66,6,140.48,0.0681,
1525,1523.77,-1,1523.77,1,
1526,9454.41,-1,9454.41,1,
1527,1520.53,-1,1520.53,1,
1528,2010.82,3,7.56,0.0038,
1528,2010.82,7,1873.66,0.9318,
1528,2010.82,4,129.6,0.0645,
1529,1476.06,7,369.81,0.2505,
1529,1476.06,1,495.84,0.3359,
1529,1476.06,4,610.4,0.4135,
1530,2876.85,-1,2876.85,1,
1531,8254.24,-1,8254.24,1,
1532,2816.36,-1,2816.36,1,
1533,1957.97,7,1957.97,1,
1534,2759.31,-1,2759.31,1,
1535,1357.47,7,954.81,0.7034,
1535,1357.47,1,402.57,0.2966,
1535,1357.47,4,0.09,0.0001,
1536,2702.26,1,246.43,0.0912,
1536,2702.26,-1,2455.83,0.9088,
1537,1905.13,7,1904.99,0.9999,
1537,1905.13,1,0.14,0.0001,
1538,2645.21,1,2034.24,0.769,
1538,2645.21,6,180.08,0.0681,
1538,2645.21,-1,430.89,0.1629,
1539,14567.7,7,5644.61,0.3875,
1539,14567.7,1,1250.62,0.0858,
1539,14567.7,-1,7672.46,0.5267,
1540,18105.26,7,18105.26,1,
1541,2588.16,1,1316.3,0.5086,
1541,2588.16,5,924.81,0.3573,
1541,2588.16,6,347.04,0.1341,
1542,1852.29,7,1685.74,0.9101,
1542,1852.29,1,166.55,0.0899,
1543,2531.1,1,328.13,0.1296,
1543,2531.1,5,1947.09,0.7693,
1543,2531.1,6,18.77,0.0074,
1543,2531.1,9,237.12,0.0937,
1544,8296.16,7,8296.16,1,
1545,2470.01,5,1405.02,0.5688,
1545,2470.01,9,1064.99,0.4312,
1546,13072.97,7,13072.97,1,
1547,9348.22,-1,9348.22,1,
1548,1799.44,7,1600.41,0.8894,
1548,1799.44,1,199.03,0.1106,
1549,2396.23,5,870.68,0.3634,
1549,2396.23,9,1525.55,0.6366,
1550,3709.14,7,3709.14,1,
1551,1746.6,7,1729.61,0.9903,
1551,1746.6,1,16.99,0.0097,
1552,2371.05,5,1622.17,0.6842,
1552,2371.05,9,748.88,0.3158,
1553,8166.77,-1,8166.77,1,
1554,2336.62,4,175,0.0749,
1554,2336.62,5,42.18,0.0181,
1554,2336.62,6,4.39,0.0019,
1554,2336.62,9,2115.05,0.9052,
1555,1700.71,7,1700.71,1,
1556,2302.19,4,1709.1,0.7424,
1556,2302.19,6,100.63,0.0437,
1556,2302.19,9,492.46,0.2139,
1557,16755.02,7,16755.02,1,
1558,13641.02,7,178.63,0.0131,
1558,13641.02,1,397.04,0.0291,
1558,13641.02,-1,13065.35,0.9578,
1559,2267.77,4,1475.91,0.6508,
1559,2267.77,6,791.86,0.3492,
1560,5748.77,7,5748.77,1,
1561,3848.71,7,3848.71,1,
1562,9813.3,7,9813.3,1,
1563,2233.34,7,431.54,0.1932,
1563,2233.34,4,1189.28,0.5325,
1563,2233.34,6,612.52,0.2743,
1564,2198.91,7,1172.96,0.5334,
1564,2198.91,4,1025.95,0.4666,
1565,1888.64,7,1888.64,1,
1566,2164.48,7,1152.76,0.5326,
1566,2164.48,4,1011.72,0.4674,
1567,1611.77,-1,1611.77,1,
1568,8079.3,-1,8079.3,1,
1569,5502.35,7,4431.41,0.8054,
1569,5502.35,1,1070.94,0.1946,
1570,1590.31,-1,1590.31,1,
1571,2130.05,7,1575.05,0.7394,
1571,2130.05,4,555,0.2606,
1572,1568.85,-1,1568.85,1,
1573,1547.39,-1,1547.39,1,
1574,2095.62,7,2074.8,0.9901,
1574,2095.62,4,20.82,0.0099,
1575,1526.31,-1,1526.31,1,
1576,3258.01,7,3258.01,1,
1577,4038.32,7,4038.32,1,
1578,15404.79,7,15404.79,1,
1579,7709.63,7,6762.14,0.8771,
1579,7709.63,1,947.49,0.1229,
1580,2445.29,-1,2445.29,1,
1581,2061.19,7,2061.19,1,
1582,12714.35,-1,12714.35,1,
1583,9006.22,7,9006.22,1,
1584,2453.91,-1,2453.91,1,
1585,2026.96,7,2026.96,1,
1586,2467.84,-1,2467.84,1,
1587,2270.26,7,2270.26,1,
1588,2481.77,-1,2481.77,1,
1589,3273.21,7,3273.21,1,
1590,2495.7,6,226.71,0.0908,
1590,2495.7,-1,2268.99,0.9092,
1591,2509.64,5,17.08,0.0068,
1591,2509.64,6,2159.47,0.8605,
1591,2509.64,-1,333.09,0.1327,
1592,7991.83,-1,7991.83,1,
1593,2523.57,5,1398.67,0.5542,
1593,2523.57,6,1124.9,0.4458,
1594,3146.26,7,3146.26,1,
1595,3939.89,7,3939.89,1,
1596,2537.5,5,1563.29,0.6161,
1596,2537.5,6,967.52,0.3813,
1596,2537.5,9,6.69,0.0026,
1597,14054.56,7,10295.79,0.7326,
1597,14054.56,1,1904.35,0.1355,
1597,14054.56,-1,1854.42,0.1319,
1598,8199.14,7,8199.14,1,
1599,2551.87,5,1806.55,0.7079,
1599,2551.87,6,253.15,0.0992,
1599,2551.87,9,492.17,0.1929,
1600,11787.67,-1,11787.67,1,
1601,2550.64,5,771,0.3023,
1601,2550.64,9,1779.65,0.6977,
1602,2197.08,7,2197.08,1,
1603,10795.53,7,9738.36,0.9021,
1603,10795.53,1,1057.17,0.0979,
1604,2515.78,4,57.46,0.0228,
1604,2515.78,9,2458.32,0.9772,
1605,5197.61,7,5197.61,1,
1606,3639.62,7,3639.62,1,
1607,2480.92,4,1665.06,0.6711,
1607,2480.92,9,815.86,0.3289,
1608,2446.06,1,138.98,0.0568,
1608,2446.06,4,2307.08,0.9432,
1609,2411.2,1,1325.5,0.5497,
1609,2411.2,4,1085.7,0.4503,
1610,3154.9,7,3154.9,1,
1611,3833.75,7,3833.75,1,
1612,2376.34,3,3.61,0.0015,
1612,2376.34,1,831.3,0.3498,
1612,2376.34,4,1541.43,0.6487,
1613,2341.47,3,365.74,0.1562,
1613,2341.47,7,7.46,0.0032,
1613,2341.47,1,355.38,0.1518,
1613,2341.47,4,1612.89,0.6888,
1614,7392.06,7,7392.06,1,
1615,12704.33,7,643.48,0.0507,
1615,12704.33,1,1713.39,0.1349,
1615,12704.33,-1,10347.45,0.8145,
1616,2306.61,3,758.04,0.3286,
1616,2306.61,7,1098.31,0.4762,
1616,2306.61,1,6.19,0.0027,
1616,2306.61,4,444.07,0.1925,
1617,2131.53,7,2131.53,1,
1618,2271.75,3,476.07,0.2096,
1618,2271.75,7,1795.68,0.7904,
1619,10861,-1,10861,1,
1620,1898.18,-1,1898.18,1,
1621,3350.84,7,3350.84,1,
1622,8836.3,7,8731.29,0.9881,
1622,8836.3,1,105.01,0.0119,
1623,2236.89,3,220.99,0.0988,
1623,2236.89,7,2015.9,0.9012,
1624,1904.52,-1,1904.52,1,
1625,6487.79,7,6487.79,1,
1626,2194.31,3,3.74,0.0017,
1626,2194.31,7,2190.58,0.9983,
1627,1910.86,-1,1910.86,1,
1628,1917.2,-1,1917.2,1,
1629,3116.02,7,3116.02,1,
1630,1912.23,-1,1912.23,1,
1631,3693.94,7,3693.94,1,
1632,2506.75,-1,2506.75,1,
1633,2459.78,-1,2459.78,1,
1634,2412.81,-1,2412.81,1,
1635,6584.98,7,2952.04,0.4483,
1635,6584.98,1,2285.35,0.3471,
1635,6584.98,-1,1347.6,0.2046,
1636,2365.84,-1,2365.84,1,
1637,11354.1,-1,11354.1,1,
1638,2099.22,7,2099.22,1,
1639,2318.87,-1,2318.87,1,
1640,12748.09,7,12660.05,0.9931,
1640,12748.09,1,88.04,0.0069,
1641,3102.2,7,3102.2,1,
1642,2271.9,6,492.75,0.2169,
1642,2271.9,-1,1779.15,0.7831,
1643,6536.21,7,6536.21,1,
1644,2224.93,6,2213.98,0.9951,
1644,2224.93,-1,10.95,0.0049,
1645,9934.32,-1,9934.32,1,
1646,2177.96,6,2145.08,0.9849,
1646,2177.96,9,32.88,0.0151,
1647,7449.9,7,7449.9,1,
1648,2131.16,6,1168.24,0.5482,
1648,2131.16,9,962.93,0.4518,
1649,2075.58,4,293.83,0.1416,
1649,2075.58,6,26.17,0.0126,
1649,2075.58,9,1755.57,0.8458,
1650,2985.57,7,2985.57,1,
1651,2021.23,4,694.96,0.3438,
1651,2021.23,9,1326.27,0.6562,
1652,3525.6,7,1615.06,0.4581,
1652,3525.6,1,1690.62,0.4795,
1652,3525.6,-1,219.92,0.0624,
1653,1966.98,4,890.29,0.4526,
1653,1966.98,9,1076.69,0.5474,
1654,1912.73,4,1618.35,0.8461,
1654,1912.73,9,294.38,0.1539,
1655,10109.8,7,8984.36,0.8887,
1655,10109.8,1,1125.44,0.1113,
1656,1858.49,1,121.63,0.0654,
1656,1858.49,4,1736.85,0.9346,
1657,1804.24,7,147.13,0.0815,
1657,1804.24,1,149.78,0.083,
1657,1804.24,4,1507.33,0.8354,
1658,5777.9,-1,5777.9,1,
1659,1749.99,7,895.44,0.5117,
1659,1749.99,4,854.55,0.4883,
1660,2097.34,7,824.4,0.3931,
1660,2097.34,1,1160.05,0.5531,
1660,2097.34,-1,112.89,0.0538,
1661,1695.74,7,1627.05,0.9595,
1661,1695.74,4,68.69,0.0405,
1662,2948.24,7,2948.24,1,
1663,10003.87,-1,10003.87,1,
1664,1641.49,7,1641.49,1,
1665,6041.92,7,6041.92,1,
1666,1587.24,7,1587.24,1,
1667,1535.89,7,1535.89,1,
1668,6819.37,7,6819.37,1,
1669,7471.52,7,7471.52,1,
1670,2808.94,7,912.89,0.325,
1670,2808.94,1,1841.77,0.6557,
1670,2808.94,-1,54.27,0.0193,
1671,3350.84,-1,3350.84,1,
1672,9378.72,7,9378.72,1,
1673,4970.82,-1,4970.82,1,
1674,5547.63,7,5547.63,1,
1675,2145.97,-1,2145.97,1,
1676,2853.56,7,887.63,0.3111,
1676,2853.56,1,1965.93,0.6889,
1677,5407.9,7,5407.9,1,
1678,6545.47,7,6545.47,1,
1679,8269.14,7,7429.83,0.8985,
1679,8269.14,1,839.31,0.1015,
1680,8653.63,-1,8653.63,1,
1681,2611.6,1,0.26,0.0001,
1681,2611.6,-1,2611.33,0.9999,
1682,3174.65,-1,3174.65,1,
1683,7159.57,7,7159.57,1,
1684,4152.32,7,4150.43,0.9995,
1684,4152.32,1,1.89,0.0005,
1685,5048.68,7,1342.3,0.2659,
1685,5048.68,1,3706.38,0.7341,
1686,2640.01,-1,2640.01,1,
1687,2574.76,-1,2574.76,1,
1688,4163.74,-1,4163.74,1,
1689,2509.51,-1,2509.51,1,
1690,6203.84,7,5329.33,0.859,
1690,6203.84,1,874.5,0.141,
1691,2236.43,-1,2236.43,1,
1692,2827.93,1,89.96,0.0318,
1692,2827.93,-1,2737.97,0.9682,
1693,2444.26,-1,2444.26,1,
1694,2381.86,-1,2381.86,1,
1695,2811.9,-1,2811.9,1,
1696,2741.98,-1,2741.98,1,
1697,2672.89,-1,2672.89,1,
1698,2603.8,-1,2603.8,1,
1699,2534.7,-1,2534.7,1,
1700,2465.61,-1,2465.61,1,
1701,2396.52,6,1752.45,0.7312,
1701,2396.52,-1,644.07,0.2688,
1702,2327.43,6,2037.3,0.8753,
1702,2327.43,9,290.13,0.1247,
1703,2258.34,6,624.7,0.2766,
1703,2258.34,9,1633.63,0.7234,
1704,2189.98,4,443.08,0.2023,
1704,2189.98,6,74.85,0.0342,
1704,2189.98,9,1672.05,0.7635,
1705,6072.91,7,6072.91,1,
1706,2174.26,4,1567.37,0.7209,
1706,2174.26,9,606.89,0.2791,
1707,2161.47,4,773.55,0.3579,
1707,2161.47,9,1387.92,0.6421,
1708,2147.7,4,1867.12,0.8694,
1708,2147.7,9,280.58,0.1306,
1709,2133.93,4,2133.93,1,
1710,2120.16,7,1436.99,0.6778,
1710,2120.16,4,683.18,0.3222,
1711,2106.39,7,2106.39,1,
1712,2424.55,-1,2424.55,1,
1713,3304.59,7,2297.8,0.6953,
1713,3304.59,1,1006.8,0.3047,
1714,2092.62,7,2092.62,1,
1715,2998.46,-1,2998.46,1,
1716,2078.86,7,2078.86,1,
1717,5060.66,7,3529.15,0.6974,
1717,5060.66,1,1531.51,0.3026,
1718,2065.09,7,2065.09,1,
1719,2050.77,7,2050.77,1,
1720,4469.31,1,510.52,0.1142,
1720,4469.31,-1,3958.8,0.8858,
1721,5818.58,7,2264.09,0.3891,
1721,5818.58,1,3554.48,0.6109,
1722,12527.14,7,11519.82,0.9196,
1722,12527.14,1,1007.32,0.0804,
1723,2820.99,-1,2820.99,1,
1724,2326.88,-1,2326.88,1,
1725,3804.29,7,3503.43,0.9209,
1725,3804.29,1,300.87,0.0791,
1726,11596.75,7,9813.78,0.8463,
1726,11596.75,1,1782.96,0.1537,
1727,2905.89,7,1641.59,0.5649,
1727,2905.89,1,1264.29,0.4351,
1728,2269.77,-1,2269.77,1,
1729,10666.35,7,10279.03,0.9637,
1729,10666.35,1,387.32,0.0363,
1730,2416.59,7,1736.56,0.7186,
1730,2416.59,1,680.04,0.2814,
1731,3789.36,-1,3789.36,1,
